rank,molecule_chembl_id,pref_name,smiles,PS,P_ABL1,P_c-KIT,P_PDGFRB,rank_ABL1,rank_c-KIT,rank_PDGFRB,max_train_sim,heavy_atoms,in_ad,ad_rank,ad_rank_pct
266,CHEMBL709,ALFUZOSIN,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,0.4357871060125499,0.427433,0.7217173,0.2682798,278,328,1817,0.3255814,28,True,95,17.12
269,CHEMBL1200409,LIDOCAINE HYDROCHLORIDE,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl.O,0.432197933241478,0.111099906,0.75298005,0.9650524,647,289,447,0.3773585,19,True,96,17.3
271,CHEMBL3218576,COPANLISIB,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,0.4306541479675749,0.6851558,0.95796794,0.121687405,167,80,2255,0.3627451,35,True,97,17.48
277,CHEMBL86,METOCLOPRAMIDE,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0.4229775556134182,0.32742143,0.8754758,0.26399803,361,143,1830,0.3243243,20,True,98,17.66
286,CHEMBL1963681,AVANAFIL,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,0.4171766526461206,0.29875806,0.7910594,0.3072071,390,242,1740,0.34313726,34,True,99,17.84
287,CHEMBL968,FLURAZEPAM,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.4169293105483807,0.19191557,0.445363,0.84793574,496,722,819,0.3253012,27,True,100,18.02
291,CHEMBL42,CLOZAPINE,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0.4118032203439002,0.39187956,0.17918886,0.9945018,310,1458,138,0.3188406,23,True,101,18.2
293,CHEMBL601719,CRIZOTINIB,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,0.4101982222503306,0.9986727,0.34120527,0.20255473,13,950,1975,0.36144578,30,True,102,18.38
295,CHEMBL4582651,PRALSETINIB,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,0.408765023259528,0.12129813,0.6140576,0.9169761,606,469,631,0.3106796,39,True,103,18.56
306,CHEMBL189963,PALBOCICLIB,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,0.3940427057395972,0.07000381,0.89987504,0.9712388,850,126,405,0.4,33,True,104,18.74
307,CHEMBL231068,FLIBANSERIN,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,0.39398417101231,0.46324933,0.1607572,0.82120407,251,1536,873,0.38356164,28,True,105,18.92
312,CHEMBL1200772,WARFARIN POTASSIUM,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[K+],0.3916239968793888,0.4904504,0.304957,0.40158194,241,1049,1562,0.31666666,24,True,106,19.1
314,CHEMBL593,DELAVIRDINE,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,0.3891713824872651,0.23757312,0.47565642,0.52159333,450,673,1362,0.34042552,32,True,107,19.28
326,CHEMBL1200879,WARFARIN SODIUM,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],0.3784916101955634,0.48852247,0.28546697,0.3888019,243,1102,1585,0.31666666,24,True,108,19.46
328,CHEMBL9225,HEXESTROL,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,0.3749639760176939,0.30601552,0.4123344,0.4178069,383,791,1536,0.33333334,20,True,109,19.64
331,CHEMBL929,DELAVIRDINE MESYLATE,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1.CS(=O)(=O)O,0.3736207558227749,0.21699207,0.4781005,0.50272435,466,667,1386,0.33684212,37,True,110,19.82
334,CHEMBL21333,PRANLUKAST,O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,0.3727652524094895,0.11301371,0.52122486,0.87932616,637,608,742,0.34444445,36,True,111,20.0
336,CHEMBL1200396,BUPIVACAINE HYDROCHLORIDE,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl,0.3722260340541742,0.485662,0.29911056,0.35502124,245,1058,1639,0.3125,22,True,112,20.18
339,CHEMBL2396661,ALPELISIB,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,0.36997606657276,0.7829948,0.10682123,0.6054864,128,1781,1235,0.3253012,30,True,113,20.36
341,CHEMBL3039520,LASMIDITAN,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,0.368589229082873,0.41895664,0.62174386,0.1922416,286,464,2005,0.3802817,27,True,114,20.54
346,CHEMBL452,CLONAZEPAM,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,0.3616694030708872,0.49262062,0.50775105,0.189135,239,625,2015,0.38333333,22,True,115,20.72
347,CHEMBL1200749,LEVOBUPIVACAINE HYDROCHLORIDE,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,0.3608937752114171,0.6044426,0.20819612,0.3735171,198,1352,1614,0.3125,22,True,116,20.9
348,CHEMBL230158,SELADELPAR,CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1,0.3606879060877417,0.081400484,0.7203079,0.800294,784,332,914,0.32911393,30,True,117,21.08
350,CHEMBL568,OXAZEPAM,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,0.3582508635000824,0.29492062,0.45560548,0.3421903,396,708,1665,0.34545454,20,True,118,21.26
361,CHEMBL685,MEBENDAZOLE,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,0.3511349467334896,0.11754527,0.59511155,0.61889744,615,501,1220,0.5471698,22,True,119,21.44
365,CHEMBL2105717,CABOZANTINIB,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,0.3493253745815086,0.32924646,0.9636195,0.13435805,359,72,2201,0.6184211,37,True,120,21.62
368,CHEMBL3545376,ERDAFITINIB,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,0.3483882636777101,0.26961213,0.15719852,0.9977062,415,1548,82,0.31764707,33,True,121,21.8
371,CHEMBL1200940,METOCLOPRAMIDE HYDROCHLORIDE,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl.O,0.3464769199934857,0.33281916,0.86674505,0.14418603,352,160,2159,0.31578946,22,True,122,21.98
377,CHEMBL1098,BUPIVACAINE,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0.3443855487494602,0.47169203,0.20147412,0.42979068,249,1377,1522,0.31746033,21,True,123,22.16
381,CHEMBL3545063,OSIMERTINIB MESYLATE,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.CS(=O)(=O)O,0.3430260007078594,0.45196763,0.16128685,0.55370045,258,1531,1320,0.3627451,42,True,124,22.34
389,CHEMBL146095,GLAFENINE,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,0.3368385129263147,0.24779895,0.33118033,0.46569464,433,985,1458,0.33333334,26,True,125,22.52
395,CHEMBL277062,BROMAZEPAM,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,0.3326095529637081,0.75979364,0.06301122,0.7685827,143,2068,985,0.32307693,19,True,126,22.7
398,CHEMBL4297534,GLASDEGIB MALEATE,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1.O=C(O)/C=C\C(=O)O,0.3313996589809819,0.08859139,0.41867694,0.9812634,743,771,313,0.3125,36,True,127,22.88
400,CHEMBL15023,TRIFLUPERIDOL,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,0.3310471244132897,0.12864566,0.33689845,0.8370961,591,966,837,0.31428573,29,True,128,23.06
404,CHEMBL1289926,AXITINIB,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,0.3254482362410668,0.5311818,0.3406731,0.19048674,223,952,2009,0.32307693,28,True,129,23.24
408,CHEMBL1201193,LEVOBUPIVACAINE,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,0.3229537026467217,0.57434505,0.13474345,0.43525144,210,1647,1504,0.31746033,21,True,130,23.42
409,CHEMBL1257040,TRIFLUOPERAZINE HYDROCHLORIDE,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,0.3227553869181579,0.20197095,0.16836315,0.9887455,482,1506,228,0.30337077,30,True,131,23.6
413,CHEMBL1401,NITAZOXANIDE,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,0.320773890565112,0.35738778,0.85384125,0.10816338,331,176,2304,0.34285715,21,True,132,23.78
419,CHEMBL1364551,MINAPRINE HYDROCHLORIDE,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1.Cl.Cl,0.3179270183984956,0.08739172,0.42441782,0.8664,753,758,772,0.33333334,24,True,133,23.96
420,CHEMBL512351,BETRIXABAN,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,0.3173720746150185,0.05030575,0.82651395,0.7688442,977,205,984,0.37333333,32,True,134,24.14
422,CHEMBL1487,ATORVASTATIN,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,0.3161949921327935,0.08438649,0.38608578,0.9703049,767,840,409,0.30337077,41,True,135,24.32
442,CHEMBL1200612,DIBUCAINE HYDROCHLORIDE,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1.Cl,0.3042098623706166,0.21906489,0.1672306,0.76847786,463,1510,986,0.34117648,26,True,136,24.5
443,CHEMBL21869,DIBROMSALAN,O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O,0.3037290140257001,0.92221504,0.50132245,0.06060515,57,634,2516,0.34042552,18,True,137,24.68
449,CHEMBL2103870,LUMACAFTOR,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,0.2988981438029036,0.07546457,0.90200114,0.392301,821,123,1577,0.3,33,True,138,24.86
459,CHEMBL1086,DIBUCAINE,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,0.295629192597332,0.21080697,0.15582445,0.78654104,473,1558,944,0.3452381,25,True,139,25.05
464,CHEMBL2095212,MIRABEGRON,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,0.2922013226835344,0.034827664,0.87210774,0.8213949,1103,152,872,0.32051283,28,True,140,25.23
468,CHEMBL32800,FENOTEROL,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,0.2903780548010278,0.04405388,0.6077119,0.91455424,1024,478,641,0.3243243,22,True,141,25.41
470,CHEMBL206253,NETUPITANT,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.2901113785114743,0.11624817,0.27134433,0.7740829,624,1137,972,0.3068182,41,True,142,25.59
471,CHEMBL4066936,VERICIGUAT,COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,0.2897939216076574,0.60862917,0.4410472,0.09066297,195,731,2378,0.30337077,31,True,143,25.77
476,CHEMBL3701238,FUTIBATINIB,C=CC(=O)N1CC[C@H](n2nc(C#Cc3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1,0.287639591740631,0.12441387,0.7211949,0.26523113,599,329,1826,0.4054054,31,True,144,25.95
480,CHEMBL2043437,GLASDEGIB,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,0.2857515554497163,0.10864044,0.21498947,0.9989807,659,1321,58,0.33783785,28,True,145,26.13
485,CHEMBL400599,BENFLUOREX,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1,0.2827967847617901,0.24539737,0.19244604,0.47889963,436,1416,1429,0.32394367,25,True,146,26.31
491,CHEMBL1200776,CINACALCET HYDROCHLORIDE,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,0.2814669263393294,0.38101104,0.17696352,0.33072028,318,1473,1689,0.30985916,27,True,147,26.49
506,CHEMBL3707348,ACALABRUTINIB,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,0.2698468183961023,0.14664392,0.669034,0.20028096,558,399,1986,0.36956522,35,True,148,26.67
514,CHEMBL2403238,CABOTEGRAVIR,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,0.2670882888573347,0.04406161,0.7290606,0.59311724,1023,318,1252,0.33333334,29,True,149,26.85
531,CHEMBL1229211,DOLUTEGRAVIR,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,0.2569403108546474,0.04258071,0.71117884,0.56015086,1042,346,1308,0.34065935,30,True,150,27.03
532,CHEMBL328190,LASOFOXIFENE,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,0.2569192889117228,0.047861673,0.3613625,0.98052615,994,900,321,0.3580247,31,True,151,27.21
535,CHEMBL2336071,SIPONIMOD,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,0.25599162783662,0.047816742,0.40913248,0.8574985,995,798,793,0.32911393,37,True,152,27.39
536,CHEMBL2106638,LOFEPRAMINE HYDROCHLORIDE,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1.Cl,0.2554533010978496,0.051852793,0.3368646,0.9543486,967,967,490,0.3015873,31,True,153,27.57
540,CHEMBL1017,TELMISARTAN,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.2536112867983978,0.96662223,0.018501865,0.912081,42,2604,647,0.3108108,39,True,154,27.75
542,CHEMBL420762,MOZAVAPTAN,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1,0.2529934713514468,0.118250564,0.49923822,0.27429435,611,637,1810,0.30851063,32,True,155,27.93
543,CHEMBL1201284,CINACALCET,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,0.2527967793599958,0.36228195,0.14465961,0.30826244,326,1611,1737,0.31428573,26,True,156,28.11
555,CHEMBL1200397,BUTENAFINE HYDROCHLORIDE,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12.Cl,0.2479135487981968,0.100827605,0.15254669,0.990646,685,1581,206,0.31034482,25,True,157,28.29
559,CHEMBL990,BUTENAFINE,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,0.245855933991019,0.11111189,0.13488925,0.9915263,646,1645,193,0.31578946,24,True,158,28.47
567,CHEMBL278819,MINAPRINE,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,0.2445740168699275,0.052786455,0.32205454,0.86055577,959,1005,785,0.33783785,22,True,159,28.65
569,CHEMBL422,TRIFLUOPERAZINE,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.2439075120120851,0.1338603,0.109649904,0.9885881,580,1771,231,0.3068182,28,True,160,28.83
575,CHEMBL1201112,NELARABINE,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0.2423423852370817,0.7714783,0.20393267,0.09046437,137,1365,2380,0.3263158,21,True,161,29.01
576,CHEMBL1769,PROPOXYCAINE HYDROCHLORIDE,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC.Cl,0.2419903750564987,0.033795156,0.5532515,0.7579093,1113,564,1005,0.30769232,22,True,162,29.19
578,CHEMBL3137330,CABOTEGRAVIR SODIUM,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.[Na+],0.2405445548619162,0.03921426,0.7590559,0.4675938,1068,282,1454,0.32608697,30,True,163,29.37
589,CHEMBL4594293,ACALABRUTINIB MALEATE,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12.O=C(O)/C=C\C(=O)O,0.2360306628417588,0.11745103,0.56329703,0.19875178,616,546,1989,0.3469388,43,True,164,29.55
594,CHEMBL1091250,INDIGOTINDISULFONATE,O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,0.233384606320416,0.11518001,0.19349998,0.5703726,629,1410,1291,0.30357143,28,True,165,29.73
595,CHEMBL2103830,FOSTAMATINIB,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,0.2328386601420829,0.08615655,0.7737723,0.18934935,757,269,2014,0.30927834,40,True,166,29.91
596,CHEMBL313972,MASOPROCOL,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,0.2326935456621567,0.02836636,0.6849571,0.6484642,1166,380,1168,0.4722222,22,True,167,30.09
602,CHEMBL1213165,DOLUTEGRAVIR SODIUM,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.[Na+],0.2295330370248643,0.03758605,0.7470594,0.43067914,1082,299,1519,0.33333334,31,True,168,30.27
608,CHEMBL4558324,LAZERTINIB,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1,0.2276195137532478,0.21269725,0.05876367,0.94353414,471,2100,529,0.3482143,41,True,169,30.45
610,CHEMBL24828,VANDETANIB,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,0.2273999927493561,0.32187495,0.25824022,0.14146866,365,1178,2172,0.3908046,30,True,170,30.63
634,CHEMBL1697760,MUZOLIMINE,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,0.2181995918744109,0.7620551,0.02383728,0.5718982,141,2507,1288,0.33333334,17,True,171,30.81
638,CHEMBL1200370,BENZOYL PEROXIDE,O=C(OOC(=O)c1ccccc1)c1ccccc1,0.2165594529506865,0.047172926,0.8678554,0.24807969,999,158,1858,0.34146342,18,True,172,30.99
644,CHEMBL1195,PROPOXYCAINE,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,0.2148953201384818,0.02499347,0.5319145,0.74647033,1207,592,1024,0.3116883,21,True,173,31.17
648,CHEMBL4559134,SELPERCATINIB,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,0.214105012034495,0.10951534,0.5527229,0.16214298,653,565,2092,0.3137255,39,True,174,31.35
650,CHEMBL926,DOBUTAMINE,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,0.2138817719169299,0.020407453,0.76437545,0.62722844,1280,271,1207,0.3,22,True,175,31.53
653,CHEMBL4650226,ACORAMIDIS HYDROCHLORIDE,Cc1n[nH]c(C)c1CCCOc1cc(C(=O)O)ccc1F.Cl,0.2121781115166495,0.30861825,0.15677655,0.1974236,377,1549,1993,0.30666667,22,True,176,31.71
671,CHEMBL3940890,ACORAMIDIS,Cc1n[nH]c(C)c1CCCOc1cc(C(=O)O)ccc1F,0.2086938565976032,0.2997943,0.15515259,0.19540992,389,1563,1999,0.3108108,21,True,177,31.89
690,CHEMBL407,FLUMAZENIL,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,0.200566064131857,0.09058956,0.45292506,0.1966382,732,711,1997,0.33846155,22,True,178,32.07
696,CHEMBL2105023,INDIGOTINDISULFONATE SODIUM,O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21.[Na+].[Na+],0.1996347051550807,0.09852152,0.16095544,0.5017315,702,1533,1387,0.30357143,30,True,179,32.25
701,CHEMBL1179047,CHLOROPROCAINE,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,0.1983434933943539,0.28289154,0.4915994,0.05610771,408,647,2541,0.32352942,18,True,180,32.43
704,CHEMBL657,DIPHENHYDRAMINE,CN(C)CCOC(c1ccccc1)c1ccccc1,0.196637355710306,0.06646051,0.12262572,0.9329381,873,1707,571,0.3,19,True,181,32.61
706,CHEMBL180022,NERATINIB,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,0.1963696792298404,0.7834238,0.2986294,0.03236637,126,1060,2663,0.75,40,True,182,32.79
709,CHEMBL1642,IMATINIB MESYLATE,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,0.1952821222553764,0.032482885,0.79464644,0.2885087,1128,236,1779,0.7972973,42,True,183,32.97
719,CHEMBL944,CHLOROPROCAINE HYDROCHLORIDE,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl.Cl,0.1930090806596866,0.28275833,0.49092022,0.05179727,409,648,2563,0.3188406,19,True,184,33.15
722,CHEMBL1620,DIPHENHYDRAMINE HYDROCHLORIDE,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,0.1921621119534379,0.05679058,0.13811803,0.90464175,931,1638,671,0.31914893,20,True,185,33.33
723,CHEMBL193240,ROFLUMILAST,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,0.1919490052067079,0.7598015,0.24775715,0.037569143,142,1208,2629,0.32941177,26,True,186,33.51
730,CHEMBL1655,TOREMIFENE,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,0.1894958205211384,0.0093691,0.7323286,0.99173355,1556,316,189,0.42307693,29,True,187,33.69
733,CHEMBL1021,NEPAFENAC,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,0.1891718566945112,0.15937696,0.3018735,0.14070807,531,1051,2177,0.30612245,19,True,188,33.87
734,CHEMBL13376,CLOMETACIN,COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,0.1887451580109322,0.087304875,0.38217673,0.20152305,754,848,1978,0.32786885,25,True,189,34.05
740,CHEMBL1213251,CLOBENZOREX,CC(Cc1ccccc1)NCc1ccccc1Cl,0.1850592691177089,0.04665036,0.16927415,0.8025774,1008,1503,909,0.32258064,18,True,190,34.23
742,CHEMBL15770,SULINDAC,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,0.1848198844108071,0.100365326,0.4986064,0.126155,688,638,2238,0.33870968,25,True,191,34.41
747,CHEMBL1511957,PIPERIDOLATE HYDROCHLORIDE,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1.Cl,0.1836803130541311,0.07741362,0.15318914,0.52256763,809,1577,1358,0.30508474,25,True,192,34.59
754,CHEMBL1873475,IBRUTINIB,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.181710711765158,0.061854053,0.335881,0.2887939,898,969,1778,0.6666667,33,True,193,34.77
756,CHEMBL1889140,ROPIVACAINE HYDROCHLORIDE,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,0.1804584999609403,0.33356732,0.11578632,0.15215679,348,1744,2126,0.3015873,21,True,194,34.95
763,CHEMBL2105748,PRUCALOPRIDE SUCCINATE,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1.O=C(O)CCC(=O)O,0.1772458493618358,0.057609133,0.09967962,0.96968466,924,1815,413,0.32291666,33,True,195,35.14
769,CHEMBL1200464,PROPARACAINE HYDROCHLORIDE,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N.Cl,0.176224086700952,0.008514942,0.7831753,0.82064486,1589,254,876,0.32467532,22,True,196,35.32
770,CHEMBL1200586,PRILOCAINE HYDROCHLORIDE,CCCNC(C)C(=O)Nc1ccccc1C.Cl,0.1759856907570132,0.009838283,0.6788175,0.8161309,1540,387,885,0.31666666,17,True,197,35.5
774,CHEMBL316561,PROGLUMIDE,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,0.1756391638875349,0.010193065,0.57758224,0.9203339,1519,523,618,0.31578946,24,True,198,35.68
775,CHEMBL85231,MEDIFOXAMINE,CN(C)CC(Oc1ccccc1)Oc1ccccc1,0.175223559863307,0.04515838,0.1191878,0.9995566,1017,1722,37,0.30769232,19,True,199,35.86
780,CHEMBL1201266,LODOXAMIDE,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,0.1735871506868261,0.104934245,0.62819225,0.07934927,671,450,2421,0.3125,21,True,200,36.04
788,CHEMBL83,TAMOXIFEN,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0.1707876263191639,0.00978687,0.52289796,0.9734385,1543,605,390,0.42,28,True,201,36.22
798,CHEMBL2338329,ROXADUSTAT,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,0.1658711905876957,0.2447837,0.82141346,0.022697005,439,210,2712,0.328125,26,True,202,36.4
805,CHEMBL1200497,CYCLIZINE LACTATE,CC(O)C(=O)O.CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0.1638170330070984,0.013287459,0.37365717,0.8854458,1425,861,713,0.3220339,26,True,203,36.58
813,CHEMBL162036,BENORILATE,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,0.1623788809057628,0.019210871,0.7443985,0.29938915,1304,301,1754,0.32258064,23,True,204,36.76
820,CHEMBL1653,PHENIRAMINE MALEATE,CN(C)CCC(c1ccccc1)c1ccccn1.O=C(O)/C=C\C(=O)O,0.1614011442836951,0.03123391,0.3356188,0.40109497,1138,970,1564,0.31034482,26,True,205,36.94
834,CHEMBL1077896,ROPIVACAINE,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,0.1569975017509883,0.2971962,0.070607424,0.18441005,394,2016,2028,0.30645162,20,True,206,37.12
838,CHEMBL806,FLUTAMIDE,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0.1560932657780157,0.039963752,0.34126818,0.2788627,1059,949,1799,0.3529412,19,True,207,37.3
840,CHEMBL2107011,OXYPERTINE,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,0.155873806675057,0.09084997,0.043879744,0.9500151,729,2236,506,0.33333334,28,True,208,37.48
