rank,molecule_chembl_id,pref_name,smiles,PS,P_ABL1,P_c-KIT,P_PDGFRB,rank_ABL1,rank_c-KIT,rank_PDGFRB,max_train_sim,heavy_atoms,in_ad,ad_rank,ad_rank_pct
851,CHEMBL1196,PROPARACAINE,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,0.1537996212523976,0.0053811953,0.7893736,0.85645497,1748,244,796,0.32894737,21,True,209,37.66
852,CHEMBL1272,REPAGLINIDE,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,0.1537750412546327,0.010126649,0.36887038,0.9734596,1522,874,389,0.30232558,33,True,210,37.84
858,CHEMBL1623992,PIPERIDOLATE,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,0.1517747632355991,0.0629454,0.097578615,0.56921977,887,1830,1292,0.31034482,24,True,211,38.02
859,CHEMBL716,QUETIAPINE,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,0.1517713714085864,0.043786414,0.08200312,0.9736433,1028,1932,386,0.32911393,27,True,212,38.2
860,CHEMBL473417,VISMODEGIB,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,0.151544280294794,0.28523245,0.17779571,0.068627544,405,1469,2467,0.33783785,27,True,213,38.38
863,CHEMBL752,ADENOSINE PHOSPHATE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,0.1512177947278335,0.05172095,0.42760745,0.15634967,970,751,2112,0.47560975,23,True,214,38.56
873,CHEMBL1887891,DEXFENFLURAMINE HYDROCHLORIDE,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1.Cl,0.1485914007464564,0.09871956,0.15232062,0.2181821,700,1582,1935,0.32258064,17,True,215,38.74
874,CHEMBL2106217,FENFLURAMINE HYDROCHLORIDE,CCNC(C)Cc1cccc(C(F)(F)F)c1.Cl,0.148523544112162,0.107872576,0.1709469,0.17766981,664,1498,2041,0.32258064,17,True,216,38.92
898,CHEMBL603,ZAFIRLUKAST,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,0.1431276877895888,0.020310927,0.41738796,0.34586075,1281,775,1658,0.3265306,41,True,217,39.1
903,CHEMBL1200392,DOXYLAMINE SUCCINATE,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,0.141718422892249,0.018493854,0.16546533,0.93013185,1316,1520,581,0.3275862,28,True,218,39.28
908,CHEMBL1444,LETROZOLE,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,0.1407142688283827,0.05795704,0.5568487,0.08633183,921,555,2394,0.31111112,22,True,219,39.46
909,CHEMBL1200440,MEPIVACAINE HYDROCHLORIDE,Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl,0.1403342517477658,0.18249367,0.090602785,0.16714822,507,1870,2080,0.3,19,True,220,39.64
910,CHEMBL13209,NITRAZEPAM,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,0.139994393105977,0.16982923,0.3088693,0.05230519,518,1040,2557,0.40350878,21,True,221,39.82
940,CHEMBL98,VORINOSTAT,O=C(CCCCCCC(=O)Nc1ccccc1)NO,0.1341112378782298,0.0031598208,0.7808414,0.9776202,1961,258,344,0.4181818,19,True,222,40.0
941,CHEMBL2096631,CLORAZEPATE DIPOTASSIUM,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+].[K+].[OH-],0.1340010713311551,0.06728593,0.3116188,0.1147564,867,1032,2286,0.3114754,25,True,223,40.18
945,CHEMBL2107726,ARIMOCLOMOL,[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1,0.1332101876585464,0.010221493,0.50456476,0.45833287,1518,631,1466,0.37096775,21,True,224,40.36
948,CHEMBL2042122,FLUTEMETAMOL F 18,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1[18F],0.1324060557484005,0.3921256,0.38694423,0.015298536,308,838,2772,0.37313432,19,True,225,40.54
949,CHEMBL579205,FLUTEMETAMOL,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,0.1324060557484005,0.3921256,0.38694423,0.015298536,308,838,2772,0.37313432,19,True,226,40.72
952,CHEMBL1558,PRAZOSIN HYDROCHLORIDE,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl,0.1323022848565568,0.08958945,0.21543752,0.11998416,738,1318,2264,0.4477612,29,True,227,40.9
953,CHEMBL3707313,TRIFAROTENE,CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,0.1322744613147502,0.043880343,0.26951832,0.1956905,1027,1146,1998,0.30952382,34,True,228,41.08
978,CHEMBL2146883,COBIMETINIB,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,0.1287978197436517,0.30628085,0.016546449,0.42160037,382,2648,1531,0.30337077,30,True,229,41.26
983,CHEMBL1466,DICUMAROL,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,0.1277243530728946,0.18719925,0.015902385,0.69993037,500,2660,1093,0.3469388,25,True,230,41.44
984,CHEMBL608533,MIDOSTAURIN,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,0.127683715189442,0.029381953,0.28821445,0.24581604,1158,1090,1862,0.7625,43,True,231,41.62
989,CHEMBL1213252,CLORAZEPIC ACID,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,0.1261785298155131,0.065005094,0.2936244,0.10524873,878,1073,2311,0.33333334,22,True,232,41.8
991,CHEMBL14376,ILOPERIDONE,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,0.1259841960627686,0.035965927,0.20103842,0.27655268,1091,1379,1802,0.38613862,31,True,233,41.98
992,CHEMBL2,PRAZOSIN,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,0.125712040084063,0.083648324,0.1990133,0.11934145,771,1385,2266,0.45454547,28,True,234,42.16
999,CHEMBL2103739,EMEDASTINE DIFUMARATE,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,0.1244516841182024,0.020825988,0.1329744,0.69603115,1273,1657,1098,0.3243243,38,True,235,42.34
1012,CHEMBL2095206,BOSUTINIB MONOHYDRATE,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl.O,0.1222233713355882,0.98516196,0.41412142,0.0044753556,30,784,2948,0.875,37,True,236,42.52
1013,CHEMBL6067998,LASOFOXIFENE TARTRATE,O=C(O)C(O)C(O)C(=O)O.Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,0.1220107504808481,0.011225226,0.37318367,0.43358728,1484,863,1512,0.33783785,41,True,237,42.7
1018,CHEMBL2219425,ARIPIPRAZOLE LAUROXIL,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,0.1207404547326608,0.023067366,0.088172466,0.8654211,1240,1886,774,0.3043478,45,True,238,42.88
1021,CHEMBL1087,MEPIVACAINE,Cc1cccc(C)c1NC(=O)C1CCCCN1C,0.1202133976493581,0.15524167,0.053492248,0.20919894,540,2145,1959,0.30508474,18,True,239,43.06
1024,CHEMBL1448,NICLOSAMIDE,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,0.119784570754514,0.124135554,0.7974809,0.017361455,600,232,2756,0.3283582,21,True,240,43.24
1026,CHEMBL12610,BENZYDAMINE,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,0.119193228514088,0.064725935,0.026470529,0.9883569,880,2462,233,0.3859649,23,True,241,43.42
1029,CHEMBL3301607,FILGOTINIB,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,0.1186776224465489,0.13901001,0.10240348,0.117420964,572,1799,2278,0.35632184,30,True,242,43.6
1032,CHEMBL2096642,INAMRINONE LACTATE,CC(O)C(=O)O.Nc1cc(-c2ccncc2)c[nH]c1=O,0.1185057467410258,0.022688933,0.36265102,0.20226243,1247,894,1976,0.43636364,20,True,243,43.78
1035,CHEMBL3707320,ALECTINIB HYDROCHLORIDE,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O.Cl,0.1183811863342316,0.02341797,0.53990966,0.13121323,1228,578,2215,0.7916667,37,True,244,43.96
1040,CHEMBL288441,BOSUTINIB,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,0.1173328836252876,0.9876088,0.4195735,0.003898219,27,770,2961,0.875,36,True,245,44.14
1049,CHEMBL1528134,BENZYDAMINE HYDROCHLORIDE,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12.Cl,0.1157395501362297,0.05917111,0.026620097,0.9842966,915,2459,282,0.37931034,24,True,246,44.32
1054,CHEMBL707,DOXAZOSIN,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,0.1144690150498024,0.030702619,0.24738735,0.19747445,1143,1209,1992,0.3875,33,True,247,44.5
1056,CHEMBL1200446,TRIPELENNAMINE HYDROCHLORIDE,CN(C)CCN(Cc1ccccc1)c1ccccn1.Cl,0.1143186533569011,0.029697498,0.05957657,0.844415,1154,2093,830,0.33333334,20,True,248,44.68
1063,CHEMBL849,TRICLOSAN,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,0.1133366910222659,0.84197825,0.6140498,0.0028158352,101,470,3003,0.30232558,17,True,249,44.86
1065,CHEMBL1524273,PHTHALYLSULFATHIAZOLE,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0.1130252996364137,0.08792469,0.29127073,0.056379262,749,1082,2540,0.37313432,27,True,250,45.05
1068,CHEMBL1738797,ALECTINIB,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,0.11247868762064,0.021148056,0.5264357,0.12781887,1266,600,2227,0.8028169,36,True,251,45.23
1076,CHEMBL1200654,BENOXINATE HYDROCHLORIDE,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N.Cl,0.1103767085832215,0.0032949864,0.6052327,0.6743047,1942,484,1133,0.30379745,23,True,252,45.41
1092,CHEMBL1241,TRIPELENNAMINE,CN(C)CCN(Cc1ccccc1)c1ccccn1,0.1076074637826627,0.030094951,0.047078017,0.8794587,1150,2204,740,0.3137255,19,True,253,45.59
1093,CHEMBL3646221,VADADUSTAT,O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,0.1072985605773863,0.081421554,0.4780867,0.031734787,783,668,2667,0.3508772,21,True,254,45.77
1102,CHEMBL259571,TAPINAROF,CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O,0.1052690021412832,0.13813557,0.13835545,0.061037924,573,1636,2514,0.375,19,True,255,45.95
1104,CHEMBL1200387,AMPHETAMINE ADIPATE,CC(N)Cc1ccccc1.O=C(O)CCCCC(=O)O,0.1050364711958424,0.0027670048,0.4685028,0.8939192,2018,689,699,0.30612245,20,True,256,46.13
1106,CHEMBL2355051,CLOMIPHENE,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,0.1047037892769357,0.07132211,0.11595388,0.13879625,845,1742,2186,0.36923078,29,True,257,46.31
1109,CHEMBL1201124,KETOROLAC TROMETHAMINE,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,0.1044768588601309,0.026862077,0.0972593,0.43650535,1186,1833,1503,0.3188406,27,True,258,46.49
1117,CHEMBL141305,CYCLOFENIL,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,0.1037852020085997,0.0062872055,0.5994324,0.2966255,1691,496,1756,0.3,27,True,259,46.67
1118,CHEMBL1200561,DOXAZOSIN MESYLATE,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,0.1034891427620145,0.028651806,0.2741224,0.14111978,1164,1129,2175,0.3647059,38,True,260,46.85
1120,CHEMBL1200,BENOXINATE,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,0.1034074340373692,0.00230079,0.6421448,0.74842006,2079,430,1019,0.30769232,22,True,261,47.03
1134,CHEMBL1079742,ERLOTINIB HYDROCHLORIDE,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,0.1013133708913203,0.86821514,0.23414233,0.005115559,81,1252,2932,0.5263158,30,True,262,47.21
1138,CHEMBL942,BISACODYL,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,0.100335862011451,0.040001318,0.7934133,0.03182694,1058,239,2666,0.32692307,27,True,263,47.39
1146,CHEMBL553,ERLOTINIB,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,0.0994353241892954,0.8506723,0.21827035,0.0052949884,91,1308,2930,0.53571427,29,True,264,47.57
1151,CHEMBL511,PYRILAMINE,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0.0988274036578636,0.014424446,0.094791226,0.70593536,1395,1852,1089,0.30357143,21,True,265,47.75
1163,CHEMBL25202,TAMIBAROTENE,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,0.097174526582339,0.005615796,0.72300994,0.22599648,1728,324,1911,0.32258064,26,True,266,47.93
1169,CHEMBL1200782,DEXTROAMPHETAMINE ADIPATE,C[C@H](N)Cc1ccccc1.O=C(O)CCCCC(=O)O,0.0962210299486176,0.0022360266,0.43956345,0.90638256,2092,732,668,0.30612245,20,True,267,48.11
1172,CHEMBL712,ANISINDIONE,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,0.0958504824797092,0.037881337,0.12478689,0.1862896,1080,1698,2023,0.39534885,19,True,268,48.29
1176,CHEMBL1402684,OXYPHENISATIN ACETATE,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,0.0953298392704958,0.0057999743,0.66636425,0.22415522,1715,401,1917,0.33962265,30,True,269,48.47
1180,CHEMBL1474963,BENZARONE,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,0.0949099993271274,0.08596732,0.36781868,0.027037637,758,876,2691,0.30952382,20,True,270,48.65
1190,CHEMBL973,TERIFLUNOMIDE,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,0.0935585770413375,0.0032314537,0.32523412,0.7792141,1951,1001,959,0.4680851,19,True,271,48.83
1196,CHEMBL6068400,GIVINOSTAT HYDROCHLORIDE,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1.Cl.O,0.0929350600694942,0.0008282713,0.97558326,0.993349,2433,45,163,0.3375,33,True,272,49.01
1204,CHEMBL608,PROBUCOL,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.0922829244509976,0.6698647,0.009988916,0.117451526,177,2795,2277,0.4,35,True,273,49.19
1224,CHEMBL1404,RANOLAZINE,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,0.0904242649273846,0.0059027616,0.12936087,0.9682709,1712,1675,427,0.41428572,31,True,274,49.37
1225,CHEMBL4594250,NETARSUDIL,Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,0.090389299906892,0.006985166,0.60141,0.17579384,1653,491,2046,0.31034482,34,True,275,49.55
1227,CHEMBL951,IOPHENDYLATE,CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1,0.0898433899607868,0.8549377,0.014669587,0.05782371,86,2689,2529,0.30508474,22,True,276,49.73
1238,CHEMBL1909072,PIPAMAZINE,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,0.0885378602404507,0.008196685,0.10210003,0.8293216,1601,1801,855,0.30769232,27,True,277,49.91
1241,CHEMBL1200798,TRAZODONE HYDROCHLORIDE,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,0.0879229128641686,0.014480507,0.09504725,0.4938362,1394,1849,1402,0.3561644,27,True,278,50.09
1244,CHEMBL1671,PROPRANOLOL HYDROCHLORIDE,CC(C)NCC(O)COc1cccc2ccccc12.Cl,0.0878080569581289,0.013649271,0.049799763,0.9960163,1417,2182,108,0.3030303,20,True,279,50.27
1252,CHEMBL2106155,ENCAINIDE HYDROCHLORIDE,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1.Cl,0.0870123145091133,0.00228981,0.50810975,0.56622005,2080,624,1296,0.30882353,27,True,280,50.45
1257,CHEMBL1200977,MILRINONE LACTATE,CC(O)C(=O)O.Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,0.0862159556395021,0.09136191,0.60439724,0.011605809,725,487,2818,0.30882353,22,True,281,50.63
1269,CHEMBL3989562,TERAZOSIN HYDROCHLORIDE,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl.O.O,0.084213144829897,0.027653208,0.286061,0.07549801,1176,1098,2443,0.39240506,31,True,282,50.81
1271,CHEMBL305660,EBASTINE,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,0.083933415566777,0.021555066,0.081067674,0.33838224,1257,1938,1674,0.375,35,True,283,50.99
1296,CHEMBL1201222,LISDEXAMFETAMINE,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,0.0812848559073211,0.0026899278,0.20871545,0.9566074,2034,1348,484,0.3015873,19,True,284,51.17
1309,CHEMBL178803,BLONANSERIN,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,0.0803418368294229,0.037195586,0.01401792,0.9946043,1086,2702,137,0.32,27,True,285,51.35
1312,CHEMBL1073,GLIPIZIDE,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,0.0797934541840516,0.0011497725,0.64169204,0.6885941,2322,431,1105,0.30769232,31,True,286,51.53
1313,CHEMBL621,TRAZODONE,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,0.0797003982986752,0.013673031,0.080901176,0.4576798,1416,1939,1467,0.3611111,26,True,287,51.71
1314,CHEMBL1628504,RILPIVIRINE HYDROCHLORIDE,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1.Cl,0.079687102719292,0.07274544,0.43298697,0.016065106,837,743,2768,0.32894737,29,True,288,51.89
1323,CHEMBL3301594,FOSTEMSAVIR,COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O,0.0788557984985238,0.07757399,0.12772106,0.049490545,808,1681,2575,0.30232558,41,True,289,52.07
1335,CHEMBL70972,SERATRODAST,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,0.0780951349946262,0.0033972273,0.18899477,0.7418185,1931,1428,1032,0.30612245,26,True,290,52.25
1336,CHEMBL1874750,CINEPAZIDE,COc1cc(/C=C/C(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC,0.0780649806045962,0.01914442,0.39084592,0.063580066,1306,829,2500,0.35185185,30,True,291,52.43
1339,CHEMBL1201256,TRIMETHOBENZAMIDE,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,0.0779318669624282,0.0058082896,0.24320456,0.335062,1713,1218,1680,0.37974682,28,True,292,52.61
1340,CHEMBL27,PROPRANOLOL,CC(C)NCC(O)COc1cccc2ccccc12,0.077827550716935,0.010884048,0.04347,0.9963683,1498,2243,103,0.30769232,19,True,293,52.79
1351,CHEMBL1228,OXYPHENBUTAZONE ANHYDROUS,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,0.0771302434139067,0.0033651826,0.5760865,0.23668882,1935,524,1883,0.3015873,24,True,294,52.97
1352,CHEMBL1726,NISOLDIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],0.0771301254160974,0.0053707846,0.2380959,0.35882485,1749,1238,1634,0.31746033,28,True,295,53.15
1359,CHEMBL175691,RILPIVIRINE,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,0.0762639542663513,0.06860193,0.42061123,0.015372369,861,765,2770,0.33333334,28,True,296,53.33
1363,CHEMBL3833319,REVEFENACIN,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,0.0760095499020218,0.0019088727,0.4845741,0.47475255,2147,658,1439,0.32894737,44,True,297,53.51
1368,CHEMBL1200887,TRIMETHOBENZAMIDE HYDROCHLORIDE,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC.Cl,0.0753313346425199,0.0063568354,0.22736108,0.29578075,1686,1275,1759,0.375,29,True,298,53.69
1370,CHEMBL4298149,ARIMOCLOMOL CITRATE,O=C(O)CC(O)(CC(=O)O)C(=O)O.[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1,0.0752611691563623,0.00986467,0.30387235,0.14221291,1537,1050,2167,0.30666667,34,True,299,53.87
1373,CHEMBL1085,ACETOPHENAZINE,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,0.0751797610982641,0.008324434,0.052427977,0.9736101,1598,2157,387,0.30952382,29,True,300,54.05
1375,CHEMBL1200522,AVOBENZONE,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,0.0751162246903514,0.0032191179,0.64564043,0.2039265,1953,423,1971,0.45454547,23,True,301,54.23
1383,CHEMBL115,INDINAVIR ANHYDROUS,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,0.0739330572806705,0.023663674,0.019244876,0.88739866,1224,2585,710,0.3018868,45,True,302,54.41
1385,CHEMBL4071161,TIRABRUTINIB,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.073757976189655,0.018802948,0.34922704,0.061107308,1313,929,2513,0.34444445,34,True,303,54.59
1388,CHEMBL315838,ENCAINIDE,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,0.0732909993371124,0.0016722215,0.46657756,0.50458497,2195,693,1383,0.30769232,26,True,304,54.77
1392,CHEMBL1571863,ISOCONAZOLE,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,0.072653913659418,0.3544723,0.010830989,0.099891044,334,2766,2335,0.3030303,25,True,305,54.95
1394,CHEMBL1200761,CHLOROTRIANISENE,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,0.0726463270007791,0.040529795,0.32872713,0.028776037,1053,993,2681,0.36666667,27,True,306,55.14
1399,CHEMBL611,TERAZOSIN,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,0.0723294536047974,0.022414932,0.24121013,0.06998624,1252,1224,2459,0.4025974,28,True,307,55.32
1400,CHEMBL1201063,PROPAFENONE HYDROCHLORIDE,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1.Cl,0.0720929108011581,0.0033247846,0.114774935,0.9818995,1937,1752,304,0.32876712,26,True,308,55.5
1403,CHEMBL110,BENZNIDAZOLE,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,0.0719559272136869,0.09360406,0.14188258,0.028052783,716,1621,2688,0.3015873,19,True,309,55.68
1410,CHEMBL1213492,GIVINOSTAT,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,0.0706438367841939,0.00036091538,0.9808865,0.9958609,2679,37,112,0.34615386,31,True,310,55.86
1417,CHEMBL5314600,TIRABRUTINIB HYDROCHLORIDE,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1.Cl,0.0699951270598755,0.018046042,0.34145483,0.055652935,1325,948,2545,0.34065935,35,True,311,56.04
1420,CHEMBL1324,TOLCAPONE,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,0.0697909900549392,0.08552397,0.15347852,0.025897782,760,1575,2695,0.3018868,20,True,312,56.22
1429,CHEMBL245807,OXYPHENISATINE,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1,0.0687575570616212,0.0025329876,0.5755581,0.22296624,2049,527,1919,0.4047619,24,True,313,56.4
1430,CHEMBL1200543,ANILERIDINE PHOSPHATE,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.O=P(O)(O)O,0.0687010842510121,0.0028299368,0.54108846,0.21176088,2009,576,1949,0.3026316,31,True,314,56.58
1431,CHEMBL142635,NAFTOPIDIL,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,0.0686594232020768,0.014923178,0.02178335,0.9956678,1388,2544,116,0.6666667,29,True,315,56.76
1432,CHEMBL2106915,METHOPHOLINE,COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,0.0686418024989512,0.009623803,0.033652097,0.9986358,1547,2372,61,0.30136988,24,True,316,56.94
1433,CHEMBL631,PROPAFENONE,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,0.0685932109884026,0.0031507683,0.104167394,0.98332065,1962,1794,293,0.33333334,25,True,317,57.12
1460,CHEMBL259972,MOFEZOLAC,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,0.0658194234398018,0.027542835,0.10228241,0.10121682,1178,1800,2328,0.32786885,25,True,318,57.3
1466,CHEMBL1460,DIDANOSINE,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,0.0652264500054134,0.008640273,0.04153636,0.7732419,1582,2265,974,0.375,17,True,319,57.48
1480,CHEMBL3301622,GILTERITINIB,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,0.0637829704875698,0.004346037,0.07051887,0.84667236,1825,2017,824,0.35643566,40,True,320,57.66
1483,CHEMBL1201006,PYRILAMINE MALEATE,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1.O=C(O)/C=C\C(=O)O,0.0636774749957864,0.0023686488,0.22630471,0.481685,2070,1280,1421,0.3442623,29,True,321,57.84
