rank,molecule_chembl_id,pref_name,smiles,PS,P_ABL1,P_c-KIT,P_PDGFRB,rank_ABL1,rank_c-KIT,rank_PDGFRB
102,CHEMBL776,METAPROTERENOL,CC(C)NCC(O)c1cc(O)cc(O)c1,0.713010198232019,0.52231383,0.7569019,0.9168876,226,285,632
103,CHEMBL3137333,ISAVUCONAZONIUM SULFATE,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1.O=S(=O)([O-])O,0.7125905424467778,0.916468,0.46106756,0.8563243,60,699,797
104,CHEMBL960,LEFLUNOMIDE,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,0.7124594510060546,0.3952674,0.93712336,0.97632116,305,100,363
105,CHEMBL255863,NILOTINIB,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,0.7097879491929339,0.99887496,0.7593466,0.47144896,11,281,1447
106,CHEMBL1201271,BUCLIZINE,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,0.7093313098298142,0.6324733,0.575727,0.9801411,187,526,325
107,CHEMBL535,SUNITINIB,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,0.7082181856110717,0.42709562,0.8589785,0.96826404,279,170,428
108,CHEMBL803,CYTARABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,0.7047257993365913,0.553782,0.70683813,0.8941322,218,353,698
109,CHEMBL1200334,MORICIZINE HYDROCHLORIDE,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2.Cl,0.7036731201706681,0.40430164,0.9116169,0.9453552,299,114,519
110,CHEMBL3989695,REGADENOSON,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1.O,0.7013834651166758,0.53298944,0.7886674,0.82083166,222,245,875
111,CHEMBL439849,VILAZODONE,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,0.6998696475440369,0.5971576,0.8734151,0.657267,202,149,1160
112,CHEMBL3137318,TALAZOPARIB TOSYLATE,Cc1ccc(S(=O)(=O)O)cc1.Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,0.6978677036558826,0.37227488,0.9717866,0.93947375,322,52,543
113,CHEMBL3989945,REZAFUNGIN,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](OCC[N+](C)(C)C)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,0.6889071051791645,0.5028572,0.67083186,0.96922284,232,396,417
114,CHEMBL3545367,LEMBOREXANT,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,0.6887342187516989,0.8447653,0.9975712,0.38768145,98,5,1589
115,CHEMBL1075,MORICIZINE,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,0.6881884613020495,0.3817956,0.90649474,0.94172907,317,119,536
116,CHEMBL3348923,TOVORAFENIB,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,0.6862050632145225,0.9752584,0.85432374,0.3878105,37,175,1588
117,CHEMBL1200472,QUAZEPAM,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,0.6806228738352095,0.7784209,0.7600118,0.53294796,133,279,1346
118,CHEMBL111,RIMONABANT,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,0.6736769784068612,0.99101275,0.7376445,0.41824308,19,309,1535
119,CHEMBL2110731,TOFOGLIFLOZIN ANHYDROUS,CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,0.669899800934721,0.30543324,0.9898538,0.9943567,386,22,140
120,CHEMBL2110774,CHLORPHENOXAMINE,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,0.6687344613108357,0.4513691,0.666152,0.99461716,259,402,136
121,CHEMBL5416410,DASATINIB,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,0.6588240312112787,0.99935466,0.99443215,0.28774878,9,11,1781
122,CHEMBL5314380,PASIREOTIDE DIASPARTATE,NCCCC[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2C[C@@H](OC(=O)NCCN)CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O.N[C@@H](CC(=O)O)C(=O)O.N[C@@H](CC(=O)O)C(=O)O,0.6582195679707769,0.3240755,0.889009,0.9898287,363,133,220
123,CHEMBL1421,DASATINIB ANHYDROUS,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,0.6568643355781403,0.9994727,0.99486935,0.28502968,7,9,1785
124,CHEMBL4204794,AVAPRITINIB,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,0.656052403306712,0.99072474,0.96622944,0.29497305,20,68,1761
125,CHEMBL1201319,METARAMINOL,C[C@H](N)[C@H](O)c1cccc(O)c1,0.6552451368502294,0.38671643,0.8619132,0.8440249,316,168,832
126,CHEMBL345524,ANTRAFENINE,O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,0.6549474344322689,0.8279972,0.37344328,0.90858555,106,862,661
127,CHEMBL1567,SUNITINIB MALATE,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,0.6542540460377196,0.33558884,0.84185654,0.9912738,346,189,200
128,CHEMBL2107831,LUSUTROMBOPAG,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,0.651696650589671,0.7576355,0.76321423,0.47866282,147,275,1430
129,CHEMBL2104537,AMOPROXAN,COc1cc(C(=O)OC(COCCC(C)C)CN2CCOCC2)cc(OC)c1OC,0.6492859053300939,0.4334645,0.6397149,0.9871154,274,434,253
130,CHEMBL2105980,CHLORPHENOXAMINE HYDROCHLORIDE,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1.Cl,0.6480384910703453,0.43896016,0.6248285,0.99223936,268,458,179
131,CHEMBL3039514,ELBASVIR,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)ccc32)c[nH]1)C(C)C,0.6462636115868979,0.7288101,0.81498104,0.45443025,157,219,1475
132,CHEMBL1201184,LANREOTIDE ACETATE,CC(=O)O.CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O,0.6443607834028863,0.37206087,0.7248223,0.99206877,323,322,183
133,CHEMBL1329455,MOLSIDOMINE,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,0.6426296846849406,0.41198832,0.90103745,0.71491534,293,124,1077
134,CHEMBL1623,MECLIZINE,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,0.6424782115498031,0.4130793,0.644949,0.995443,291,424,120
135,CHEMBL3989919,FOSNETUPITANT CHLORIDE HYDROCHLORIDE,Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)(O)O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cl.[Cl-],0.642380837538649,0.55500746,0.48277313,0.98931783,217,659,222
136,CHEMBL1215,PHENYLEPHRINE,CNC[C@H](O)c1cccc(O)c1,0.6376111937092023,0.2987153,0.8799132,0.9862125,391,139,261
137,CHEMBL2303621,DACLATASVIR DIHYDROCHLORIDE,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C.Cl.Cl,0.6310604392577579,0.5006132,0.5559178,0.90302545,234,557,675
138,CHEMBL577736,TYROTHRICIN,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,0.6300736478157084,0.31149408,0.864588,0.92878443,374,166,588
139,CHEMBL908,CHLORPROTHIXENE,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,0.6235032347018851,0.7816106,0.6252223,0.4960109,129,456,1399
140,CHEMBL3989917,FOSNETUPITANT,Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)([O-])O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.6223060396926725,0.54885346,0.44564813,0.9852888,220,721,271
141,CHEMBL2023898,DACLATASVIR,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,0.619741919760556,0.484803,0.5397055,0.9097257,246,579,655
142,CHEMBL2159122,ELUXADOLINE,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O,0.6132407265926125,0.6588435,0.42034343,0.8327342,179,767,846
143,CHEMBL354541,LOMITAPIDE,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,0.611730706835725,0.6810757,0.38283142,0.8779664,171,846,750
144,CHEMBL1200480,OCTREOTIDE ACETATE,CC(=O)O.C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,0.6094008533664704,0.45476013,0.4995156,0.9962716,255,636,104
145,CHEMBL2105759,BARICITINIB,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.6090071368516357,0.3872309,0.73014903,0.7988875,315,317,915
146,CHEMBL4297592,AMENAMEVIR,Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1,0.605397964490191,0.25512943,0.8732215,0.9959508,426,150,110
147,CHEMBL2105669,TEDIZOLID PHOSPHATE,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,0.601588793190834,0.43358672,0.7350195,0.68316305,273,311,1115
148,CHEMBL1183717,ALMITRINE,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,0.6015109747795228,0.29369017,0.78242487,0.947106,397,255,514
149,CHEMBL141,LAMIVUDINE,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,0.6001926520911405,0.41226006,0.626742,0.8367813,292,452,838
150,CHEMBL3137312,DASABUVIR,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,0.598272570771591,0.8739235,0.5181068,0.47293836,79,615,1443
151,CHEMBL1800159,RELUGOLIX,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,0.5978953835248331,0.25613287,0.9091053,0.9179016,425,118,625
152,CHEMBL3707310,LOTILANER,Cc1cc(C2=NO[C@@](c3cc(Cl)c(Cl)c(Cl)c3)(C(F)(F)F)C2)sc1C(=O)NCC(=O)NCC(F)(F)F,0.5971751593353156,0.5285692,0.431002,0.93481153,224,747,563
153,CHEMBL3544973,CEFTAROLINE FOSAMIL ACETATE,CC(=O)O.CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1.O,0.5951293662492242,0.39264774,0.86661804,0.6194458,307,161,1218
154,CHEMBL1615350,CLOMACRAN,CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,0.5947793599997875,0.820138,0.25695568,0.9984413,111,1182,70
155,CHEMBL3989960,SELADELPAR LYSINE,CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1.NCCCC[C@H](N)C(=O)O.O.O,0.5944298163761186,0.24694444,0.8674316,0.9805444,434,159,320
156,CHEMBL1483,ALBENDAZOLE,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,0.5940960702401777,0.28344572,0.84147495,0.87914187,406,191,743
157,CHEMBL1086440,TRICLABENDAZOLE,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,0.5931563336072821,0.9889387,0.47650623,0.44286317,25,671,1489
158,CHEMBL1617,RIFAXIMIN,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0.5875265982096202,0.4485569,0.91001844,0.49683806,261,116,1396
159,CHEMBL376488,BEDAQUILINE,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,0.5864579988827706,0.6308685,0.3306225,0.967029,188,986,435
160,CHEMBL2104136,CLOMACRAN PHOSPHATE,CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21.O=P(O)(O)O,0.5842501771677294,0.45634145,0.47332093,0.9233172,253,678,611
161,CHEMBL5314382,PASIREOTIDE PAMOATE,NCCCC[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2C[C@@H](OC(=O)NCCN)CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,0.5803043917694197,0.3963777,0.5005091,0.985023,304,635,275
162,CHEMBL4594383,PAFOLACIANINE SODIUM,CC1(C)C(/C=C/C2=C(Oc3ccc(C[C@H](NC(=O)c4ccc(NCc5cnc6nc(N)[nH]c(=O)c6n5)cc4)C(=O)[O-])cc3)/C(=C/C=C3\N(CCCCS(=O)(=O)[O-])c4ccc(S(=O)(=O)[O-])cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21.[Na+].[Na+].[Na+].[Na+],0.5776983960670772,0.4452037,0.8298496,0.5218496,266,202,1361
163,CHEMBL3948730,UMBRALISIB,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,0.5718091699361166,0.30568644,0.7633867,0.8011846,384,274,913
164,CHEMBL4297412,PAFOLACIANINE,CC1(C)C(/C=C/C2=C(Oc3ccc(C[C@H](NC(=O)c4ccc(NCc5cnc6nc(N)[nH]c(=O)c6n5)cc4)C(=O)[O-])cc3)/C(=C/C=C3\N(CCCCS(=O)(=O)[O-])c4ccc(S(=O)(=O)[O-])cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21.[H+].[H+].[H+].[H+],0.5676738440722429,0.42898756,0.8253373,0.51667863,277,207,1368
165,CHEMBL6068328,ELTROMBOPAG CHOLINE,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)[O-])c2)c1O.C[N+](C)(C)CCO,0.566325875687043,0.5928036,0.52496076,0.58366215,203,604,1265
166,CHEMBL2105700,BEDAQUILINE FUMARATE,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12.O=C(O)/C=C/C(=O)O,0.5661950567020078,0.4870468,0.42361847,0.87973654,244,760,739
167,CHEMBL1173055,RUCAPARIB,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,0.5642318484724183,0.33350435,0.7257665,0.7421204,349,320,1031
168,CHEMBL2103883,AVATROMBOPAG,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,0.5631725925788672,0.5844033,0.39313185,0.7774521,207,825,961
169,CHEMBL4297211,CEFIDEROCOL SULFATE TOSYLATE,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O.CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O.CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)[O-])cc1.O.O=S(=O)([O-])[O-],0.5598045665960752,0.24363731,0.802855,0.8968677,441,223,691
170,CHEMBL3186993,HYDROXYZINE HYDROCHLORIDE,Cl.Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.556677397538569,0.2823077,0.61594427,0.9920798,410,468,182
171,CHEMBL1200967,BROMODIPHENHYDRAMINE HYDROCHLORIDE,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1.Cl,0.5493997402850465,0.7905396,0.3382779,0.620109,123,961,1217
172,CHEMBL3989868,TUCATINIB,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,0.5478795697415081,0.84471416,0.86590457,0.22484101,99,164,1915
173,CHEMBL539697,DABIGATRAN ETEXILATE,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,0.5463342495276768,0.23843473,0.705402,0.96954745,448,355,414
174,CHEMBL1200854,FLUPHENAZINE DECANOATE,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.5433266543110745,0.39367485,0.40888405,0.9964263,306,800,101
175,CHEMBL2103802,DAPAGLIFLOZIN PROPANEDIOL,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1.C[C@H](O)CO.O,0.543288713984319,0.4007366,0.40698788,0.98322195,303,804,296
176,CHEMBL502097,MIPOMERSEN SODIUM,COCCO[C@@H]1[C@H](SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)[C@H](OCCOC)[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)[C@H](OCCOC)[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](OCCOC)[C@@H]2SP(=O)([O-])OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2SP(=O)([O-])OC[C@@H]2O[C@H](n3cnc4c(N)ncnc43)[C@@H](OCCOC)[C@H]2SP(=O)([O-])OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2SP(=O)([O-])OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2O)[C@@H](COP(=O)([O-])S[C@H]2[C@@H](OCCOC)[C@H](n3cc(C)c(N)nc3=O)O[C@@H]2COP(=O)([O-])S[C@H]2[C@@H](OCCOC)[C@H](n3cnc4c(=O)[nH]c(N)nc43)O[C@@H]2CO)O[C@H]1n1cc(C)c(N)nc1=O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],0.5400894550233285,0.26347023,0.6845835,0.8734521,420,381,761
177,CHEMBL2107495,TEMAFLOXACIN HYDROCHLORIDE,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1.Cl,0.5377244142059091,0.824819,0.7180868,0.2625087,108,339,1835
178,CHEMBL1201245,BROMODIPHENHYDRAMINE,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,0.5376620494953255,0.81989217,0.28611052,0.6625789,112,1097,1149
179,CHEMBL4650273,SETMELANOTIDE ACETATE,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H](C)NC1=O.CC(=O)O.CC(=O)O,0.5362359514361392,0.32693532,0.47358808,0.9958758,362,677,111
180,CHEMBL3989555,MECLIZINE HYDROCHLORIDE,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1.Cl.Cl.O,0.5309398144529881,0.2425904,0.6312653,0.9773506,443,448,350
181,CHEMBL3989939,LAROTRECTINIB SULFATE,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1.O=S(=O)(O)O,0.52725687602118,0.4643197,0.68780065,0.45897293,250,373,1464
182,CHEMBL3039526,LASMIDITAN SUCCINATE,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.O=C(O)CCC(=O)O,0.5245867013607053,0.56646633,0.6736965,0.37828004,213,392,1609
183,CHEMBL4297528,RISDIPLAM,Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,0.5200591793537791,0.14545612,0.96895176,0.99798524,561,61,81
184,CHEMBL277100,TEMAFLOXACIN,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,0.5173499116239269,0.78967196,0.68275374,0.25682798,124,382,1845
185,CHEMBL1098285,DISTIGMINE BROMIDE,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1.[Br-].[Br-],0.5171105508282823,0.15632837,0.9529292,0.9282218,538,85,589
186,CHEMBL2219411,MOMELOTINIB DIHYDROCHLORIDE,Cl.Cl.N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,0.5166725854744517,0.4155574,0.6382162,0.52005273,288,438,1364
187,CHEMBL2105662,LOMITAPIDE MESYLATE,CS(=O)(=O)O.O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,0.5154965761157708,0.40640992,0.43150055,0.78114504,298,746,957
